Symbol,Date,Close
MKTX,1/2/2018 16:00:00,203.63
MKTX,1/3/2018 16:00:00,200.94
MKTX,1/4/2018 16:00:00,206.54
MKTX,1/5/2018 16:00:00,207.23
MKTX,1/8/2018 16:00:00,207.41
MKTX,1/9/2018 16:00:00,204.56
MKTX,1/10/2018 16:00:00,206.38
MKTX,1/11/2018 16:00:00,201.52
MKTX,1/12/2018 16:00:00,203.72
MKTX,1/16/2018 16:00:00,206.46
MKTX,1/17/2018 16:00:00,207.37
MKTX,1/18/2018 16:00:00,207.86
MKTX,1/19/2018 16:00:00,208.39
MKTX,1/22/2018 16:00:00,201.26
MKTX,1/23/2018 16:00:00,195.98
MKTX,1/24/2018 16:00:00,195.74
MKTX,1/25/2018 16:00:00,193.58
MKTX,1/26/2018 16:00:00,193.49
MKTX,1/29/2018 16:00:00,190.79
MKTX,1/30/2018 16:00:00,191.85
MKTX,1/31/2018 16:00:00,196.21
MKTX,2/1/2018 16:00:00,195.6
MKTX,2/2/2018 16:00:00,196.29
MKTX,2/5/2018 16:00:00,197.13
MKTX,2/6/2018 16:00:00,195.26
MKTX,2/7/2018 16:00:00,195.01
MKTX,2/8/2018 16:00:00,189.02
MKTX,2/9/2018 16:00:00,189.16
MKTX,2/12/2018 16:00:00,191.5
MKTX,2/13/2018 16:00:00,193.3
MKTX,2/14/2018 16:00:00,197.6
MKTX,2/15/2018 16:00:00,198.9
MKTX,2/16/2018 16:00:00,201.4
MKTX,2/20/2018 16:00:00,200.12
MKTX,2/21/2018 16:00:00,201.99
MKTX,2/22/2018 16:00:00,199.4
MKTX,2/23/2018 16:00:00,197.68
MKTX,2/26/2018 16:00:00,199.67
MKTX,2/27/2018 16:00:00,201.01
MKTX,2/28/2018 16:00:00,202.4
MKTX,3/1/2018 16:00:00,205.6
MKTX,3/2/2018 16:00:00,202.88
MKTX,3/5/2018 16:00:00,209.2
MKTX,3/6/2018 16:00:00,211.47
MKTX,3/7/2018 16:00:00,212.48
MKTX,3/8/2018 16:00:00,216.73
MKTX,3/9/2018 16:00:00,218.88
MKTX,3/12/2018 16:00:00,223.15
MKTX,3/13/2018 16:00:00,223.97
MKTX,3/14/2018 16:00:00,223.57
MKTX,3/15/2018 16:00:00,224.09
MKTX,3/16/2018 16:00:00,224.59
MKTX,3/19/2018 16:00:00,222.75
MKTX,3/20/2018 16:00:00,224.22
MKTX,3/21/2018 16:00:00,223.37
MKTX,3/22/2018 16:00:00,221.24
MKTX,3/23/2018 16:00:00,219.54
MKTX,3/26/2018 16:00:00,221.71
MKTX,3/27/2018 16:00:00,217.28
MKTX,3/28/2018 16:00:00,212.98
MKTX,3/29/2018 16:00:00,217.44
MKTX,4/2/2018 16:00:00,212.27
MKTX,4/3/2018 16:00:00,213.41
MKTX,4/4/2018 16:00:00,212.24
MKTX,4/5/2018 16:00:00,208.44
MKTX,4/6/2018 16:00:00,206.68
MKTX,4/9/2018 16:00:00,207.81
MKTX,4/10/2018 16:00:00,206.38
MKTX,4/11/2018 16:00:00,205.85
MKTX,4/12/2018 16:00:00,203.48
MKTX,4/13/2018 16:00:00,202.07
MKTX,4/16/2018 16:00:00,204.4
MKTX,4/17/2018 16:00:00,205.99
MKTX,4/18/2018 16:00:00,203.09
MKTX,4/19/2018 16:00:00,202.67
MKTX,4/20/2018 16:00:00,202.5
MKTX,4/23/2018 16:00:00,202.06
MKTX,4/24/2018 16:00:00,200.88
MKTX,4/25/2018 16:00:00,199.29
MKTX,4/26/2018 16:00:00,199.48
MKTX,4/27/2018 16:00:00,199.26
MKTX,4/30/2018 16:00:00,198.63
MKTX,5/1/2018 16:00:00,201.52
MKTX,5/2/2018 16:00:00,202.02
MKTX,5/3/2018 16:00:00,199
MKTX,5/4/2018 16:00:00,201.74
MKTX,5/7/2018 16:00:00,204.02
MKTX,5/8/2018 16:00:00,203.3
MKTX,5/9/2018 16:00:00,205.75
MKTX,5/10/2018 16:00:00,204.61
MKTX,5/11/2018 16:00:00,205.73
MKTX,5/14/2018 16:00:00,199.63
MKTX,5/15/2018 16:00:00,201.32
MKTX,5/16/2018 16:00:00,202.24
MKTX,5/17/2018 16:00:00,202.82
MKTX,5/18/2018 16:00:00,204.72
MKTX,5/21/2018 16:00:00,210.59
MKTX,5/22/2018 16:00:00,210.31
MKTX,5/23/2018 16:00:00,210.01
MKTX,5/24/2018 16:00:00,211.83
MKTX,5/25/2018 16:00:00,210.55
MKTX,5/29/2018 16:00:00,210.94
MKTX,5/30/2018 16:00:00,216.15
MKTX,5/31/2018 16:00:00,213.65
MKTX,6/1/2018 16:00:00,216.85
MKTX,6/4/2018 16:00:00,217.95
MKTX,6/5/2018 16:00:00,208.7
MKTX,6/6/2018 16:00:00,211.27
MKTX,6/7/2018 16:00:00,212.45
MKTX,6/8/2018 16:00:00,214.89
MKTX,6/11/2018 16:00:00,218.14
MKTX,6/12/2018 16:00:00,215.47
MKTX,6/13/2018 16:00:00,216.72
MKTX,6/14/2018 16:00:00,217.31
MKTX,6/15/2018 16:00:00,215.11
MKTX,6/18/2018 16:00:00,213.87
MKTX,6/19/2018 16:00:00,214.33
MKTX,6/20/2018 16:00:00,213.04
MKTX,6/21/2018 16:00:00,211.69
MKTX,6/22/2018 16:00:00,211
MKTX,6/25/2018 16:00:00,205.42
MKTX,6/26/2018 16:00:00,202.71
MKTX,6/27/2018 16:00:00,200.31
MKTX,6/28/2018 16:00:00,202.65
MKTX,6/29/2018 16:00:00,197.86
MKTX,7/2/2018 16:00:00,200.72
MKTX,7/3/2018 13:00:00,199.6
MKTX,7/5/2018 16:00:00,199.79
MKTX,7/6/2018 16:00:00,202.55
MKTX,7/9/2018 16:00:00,202.8
MKTX,7/10/2018 16:00:00,201.63
MKTX,7/11/2018 16:00:00,204.11
MKTX,7/12/2018 16:00:00,206.59
MKTX,7/13/2018 16:00:00,205.86
MKTX,7/16/2018 16:00:00,205.98
MKTX,7/17/2018 16:00:00,207.59
MKTX,7/18/2018 16:00:00,209.76
MKTX,7/19/2018 16:00:00,208.91
MKTX,7/20/2018 16:00:00,210.22
MKTX,7/23/2018 16:00:00,210.51
MKTX,7/24/2018 16:00:00,209.6
MKTX,7/25/2018 16:00:00,202.91
MKTX,7/26/2018 16:00:00,200.37
MKTX,7/27/2018 16:00:00,198.6
MKTX,7/30/2018 16:00:00,192.21
MKTX,7/31/2018 16:00:00,193.77
MKTX,8/1/2018 16:00:00,193.53
MKTX,8/2/2018 16:00:00,190.81
MKTX,8/3/2018 16:00:00,189.64
MKTX,8/6/2018 16:00:00,189.68
MKTX,8/7/2018 16:00:00,189.44
MKTX,8/8/2018 16:00:00,186.23
MKTX,8/9/2018 16:00:00,185.98
MKTX,8/10/2018 16:00:00,186.47
MKTX,8/13/2018 16:00:00,185.96
MKTX,8/14/2018 16:00:00,186.44
MKTX,8/15/2018 16:00:00,187.24
MKTX,8/16/2018 16:00:00,187.97
MKTX,8/17/2018 16:00:00,189.08
MKTX,8/20/2018 16:00:00,190.02
MKTX,8/21/2018 16:00:00,190.67
MKTX,8/22/2018 16:00:00,190.74
MKTX,8/23/2018 16:00:00,189.18
MKTX,8/24/2018 16:00:00,187.38
MKTX,8/27/2018 16:00:00,187.22
